score,tier,action,reason,outreach,breakdown,permit_id,address,project_type,estimated_value,description,contractor_name,issue_date,category,work_type,source,city,актуальность,needs_email,email,contact_name,stage
92,Hot,Call today,"commercial project, large budget $27.0M, new construction","Hi Pcl Construction Services Inc,

We saw your project at 201 N Fillmore ST, Denver, CO and wanted to introduce Zement Stone. We're a local Colorado manufacturer of architectural stone veneer — 2,000+ PSI strength, 100% honest square footage coverage, custom colors, and fast lead times since we produce right here in Littleton.

Happy to send a free sample kit or meet at our showroom.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$26,995,995"", ""points"": 25, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""New Construction"", ""points"": 12, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 92, ""final_score"": 92, ""clamped"": false}",2023-COMMCON-0002640,"201 N Fillmore ST, Denver, CO",Commercial,26995995,Phased Construction — Cherry Creek neighborhood,Pcl Construction Services Inc,2025-05-20,office,New Construction,"Denver, CO",Denver,Low,True,,,
92,Hot,Call today,"commercial project, large budget $108.3M, new construction","Hi Pcl Construction Services Inc,

We saw your project at 2500 E 2nd AVE, Denver, CO and wanted to introduce Zement Stone. We're a local Colorado manufacturer of architectural stone veneer — 2,000+ PSI strength, 100% honest square footage coverage, custom colors, and fast lead times since we produce right here in Littleton.

Happy to send a free sample kit or meet at our showroom.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$108,279,064"", ""points"": 25, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""New Construction"", ""points"": 12, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 92, ""final_score"": 92, ""clamped"": false}",2025-COMMCON-0001894,"2500 E 2nd AVE, Denver, CO",Commercial,108279064,Phased Construction — Cherry Creek neighborhood,Pcl Construction Services Inc,2026-02-23,office,New Construction,"Denver, CO",Denver,High,True,,,
92,Hot,Call today,"commercial project, large budget $29.9M, new construction, hotel — high stone demand","Hi Palace Construction Co Inc,

We noticed your project at 1616 N Pearl ST, Denver, CO and wanted to reach out. Zement Stone specializes in architectural stone veneer for hospitality projects — with 2,000+ PSI compressive strength and true 100 sq.ft coverage (no mortar-joint padding like most manufacturers). We can also match any custom color to your brand standards.

Would you be open to a free sample kit? Happy to connect at your convenience.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$29,868,137"", ""points"": 25, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""New Construction"", ""points"": 12, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 92, ""final_score"": 92, ""clamped"": false}",2025-COMMCON-0002590,"1616 N Pearl ST, Denver, CO",Commercial,29868137,New Building — North Capitol Hill neighborhood,Palace Construction Co Inc,2026-03-31,hotel,New Construction,"Denver, CO",Denver,Very High,True,,,
92,Hot,Call today,"commercial project, large budget $43.1M, new construction","Hi Holder Construction Group Llc,

We saw your project at 2135 E Wesley AVE, Denver, CO and wanted to introduce Zement Stone. We're a local Colorado manufacturer of architectural stone veneer — 2,000+ PSI strength, 100% honest square footage coverage, custom colors, and fast lead times since we produce right here in Littleton.

Happy to send a free sample kit or meet at our showroom.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$43,068,442"", ""points"": 25, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""New Construction"", ""points"": 12, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 92, ""final_score"": 92, ""clamped"": false}",2025-COMMCON-0000085,"2135 E Wesley AVE, Denver, CO",Commercial,43068442,Addition — University neighborhood,Holder Construction Group Llc,2025-06-27,commercial,New Construction,"Denver, CO",Denver,Medium,True,,,
92,Hot,Call today,"commercial project, large budget $95.5M, new construction, multifamily — high volume","Hi Shaw Builders Llc,

We came across your project at 8215 E Belleview AVE, Denver, CO and thought we'd introduce ourselves. Zement Stone supplies manufactured stone veneer to multi-family developers across Colorado — exact quantities shipped (no overbuying standard pallets), 2,000+ PSI strength built for freeze-thaw cycles, and local production for fast turnaround.

We'd love to send you a free sample kit and discuss pricing for your project.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$95,500,000"", ""points"": 25, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""New Construction"", ""points"": 12, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 92, ""final_score"": 92, ""clamped"": false}",2025-COMMCON-0001535,"8215 E Belleview AVE, Denver, CO",Commercial,95500000,"New Building — Hampden South neighborhood, 481.0 units",Shaw Builders Llc,2025-11-14,multifamily,New Construction,"Denver, CO",Denver,Medium,True,,,
92,Hot,Call today,"commercial project, large budget $74.2M, new construction, multifamily — high volume","Hi Carmel Construction Colorado Llc,

We came across your project at 3300 Blake ST, Denver, CO and thought we'd introduce ourselves. Zement Stone supplies manufactured stone veneer to multi-family developers across Colorado — exact quantities shipped (no overbuying standard pallets), 2,000+ PSI strength built for freeze-thaw cycles, and local production for fast turnaround.

We'd love to send you a free sample kit and discuss pricing for your project.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$74,175,371"", ""points"": 25, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""New Construction"", ""points"": 12, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 92, ""final_score"": 92, ""clamped"": false}",2023-COMMCON-0001326,"3300 Blake ST, Denver, CO",Commercial,74175371,"New Building — Five Points neighborhood, 481.0 units",Carmel Construction Colorado Llc,2026-02-25,multifamily,New Construction,"Denver, CO",Denver,High,True,,,
92,Hot,Call today,"commercial project, large budget $64.4M, new construction, multifamily — high volume","Hi Arco/Murray National Construction Company Llc,

We came across your project at 830 N Lincoln, Denver, CO and thought we'd introduce ourselves. Zement Stone supplies manufactured stone veneer to multi-family developers across Colorado — exact quantities shipped (no overbuying standard pallets), 2,000+ PSI strength built for freeze-thaw cycles, and local production for fast turnaround.

We'd love to send you a free sample kit and discuss pricing for your project.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$64,381,666"", ""points"": 25, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""New Construction"", ""points"": 12, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 92, ""final_score"": 92, ""clamped"": false}",2023-COMMCON-0002198,"830 N Lincoln, Denver, CO",Commercial,64381666,"New Building — Capitol Hill neighborhood, 298.0 units",Arco/Murray National Construction Company Llc,2025-05-27,multifamily,New Construction,"Denver, CO",Denver,Low,True,,,
92,Hot,Call today,"commercial project, large budget $55.8M, new construction, multifamily — high volume","Hi Power Construction Company Llc,

We came across your project at 6705 E Layton AVE, Denver, CO and thought we'd introduce ourselves. Zement Stone supplies manufactured stone veneer to multi-family developers across Colorado — exact quantities shipped (no overbuying standard pallets), 2,000+ PSI strength built for freeze-thaw cycles, and local production for fast turnaround.

We'd love to send you a free sample kit and discuss pricing for your project.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$55,820,000"", ""points"": 25, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""New Construction"", ""points"": 12, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 92, ""final_score"": 92, ""clamped"": false}",2025-COMMCON-0000796,"6705 E Layton AVE, Denver, CO",Commercial,55820000,"Phased Construction — Southmoor Park neighborhood, 308.0 units",Power Construction Company Llc,2025-10-16,multifamily,New Construction,"Denver, CO",Denver,Medium,True,,,
92,Hot,Call today,"commercial project, large budget $54.2M, new construction, multifamily — high volume","Hi Milender White Construction Co,

We came across your project at 4965 N Washington ST, Denver, CO and thought we'd introduce ourselves. Zement Stone supplies manufactured stone veneer to multi-family developers across Colorado — exact quantities shipped (no overbuying standard pallets), 2,000+ PSI strength built for freeze-thaw cycles, and local production for fast turnaround.

We'd love to send you a free sample kit and discuss pricing for your project.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$54,163,000"", ""points"": 25, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""New Construction"", ""points"": 12, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 92, ""final_score"": 92, ""clamped"": false}",2024-COMMCON-0002662,"4965 N Washington ST, Denver, CO",Commercial,54163000,"New Building — Globeville neighborhood, 170.0 units",Milender White Construction Co,2026-01-20,multifamily,New Construction,"Denver, CO",Denver,High,True,,,
92,Hot,Call today,"commercial project, large budget $48.0M, new construction, multifamily — high volume","Hi Weitz Company Llc (The),

We came across your project at 3850 Blake ST, Denver, CO and thought we'd introduce ourselves. Zement Stone supplies manufactured stone veneer to multi-family developers across Colorado — exact quantities shipped (no overbuying standard pallets), 2,000+ PSI strength built for freeze-thaw cycles, and local production for fast turnaround.

We'd love to send you a free sample kit and discuss pricing for your project.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$48,000,000"", ""points"": 25, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""New Construction"", ""points"": 12, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 92, ""final_score"": 92, ""clamped"": false}",2023-COMMCON-0002150,"3850 Blake ST, Denver, CO",Commercial,48000000,"New Building — Elyria Swansea neighborhood, 310.0 units",Weitz Company Llc (The),2025-06-03,multifamily,New Construction,"Denver, CO",Denver,Medium,True,,,
